Bin,Chromosome,Position,FC_Sbe_vs_Wte,FC_sbg_vs_wtg
LinJ04-255000-260000,4,257500,-0.058170926,0.169467708
LinJ27-580000-585000,27,582500,-0.002894487,0.169432036
LinJ23-160000-165000,23,162500,-0.012817814,0.169229086
LinJ30-200000-205000,30,202500,0.07032226,0.168964941
LinJ27-330000-335000,27,332500,0.08511306,0.168901076
LinJ23-495000-500000,23,497500,0.017063575,0.168881814
LinJ23-610000-615000,23,612500,-0.001465633,0.168502143
LinJ35-310000-315000,35,312500,0.42714441,0.168277247
LinJ36-1985000-1990000,36,1987500,0.053263199,0.168249003
LinJ35-1525000-1530000,35,1527500,0.028952521,0.168178476
LinJ29-1105000-1110000,29,1107500,0.051417945,0.167595136
LinJ25-165000-170000,25,167500,0.100868043,0.167561644
LinJ29-355000-360000,29,357500,0.049584291,0.167059806
LinJ36-1905000-1910000,36,1907500,0.02606539,0.167046731
LinJ27-100000-105000,27,102500,0.027064662,0.166622659
LinJ30-255000-260000,30,257500,0.065574889,0.166574437
LinJ05-440000-445000,5,442500,-0.125494128,0.166539671
LinJ29-340000-345000,29,342500,-1.926795369,0.166519097
LinJ34-365000-370000,34,367500,0.120252729,0.166453274
LinJ23-475000-480000,23,477500,-0.012695611,0.166183895
LinJ23-555000-560000,23,557500,-0.025192883,0.166048405
LinJ23-195000-200000,23,197500,-0.065214995,0.165979501
LinJ24-460000-465000,24,462500,-0.021859321,0.165742113
LinJ34-1695000-1700000,34,1697500,0.04052009,0.16569202
LinJ18-435000-440000,18,437500,-1.45818039,0.165322076
LinJ20-415000-420000,20,417500,0.039285924,0.165224837
LinJ23-655000-660000,23,657500,-0.109336861,0.164952816
LinJ36-2165000-2170000,36,2167500,0.111385438,0.164846284
LinJ19-140000-145000,19,142500,0.152486401,0.164598723
LinJ30-590000-595000,30,592500,-0.036593789,0.164574716
LinJ30-1190000-1195000,30,1192500,-0.045049069,0.164496582
LinJ33-415000-420000,33,417500,0.134089897,0.164478251
LinJ34-735000-740000,34,737500,0.00483044,0.16446396
LinJ30-1130000-1135000,30,1132500,0.046560278,0.164376795
LinJ34-715000-720000,34,717500,0.049849557,0.16430076
LinJ23-620000-625000,23,622500,-0.064687632,0.164206876
LinJ36-200000-205000,36,202500,0.069188833,0.16420551
LinJ35-1790000-1795000,35,1792500,0.090426887,0.163522923
LinJ28-810000-815000,28,812500,0.09263365,0.163302979
LinJ36-2595000-2600000,36,2597500,0.033762091,0.16238586
LinJ14-240000-245000,14,242500,0.04478259,0.162207167
LinJ23-250000-255000,23,252500,0.016668583,0.162105994
LinJ36-1650000-1655000,36,1652500,-0.083274536,0.161891907
LinJ28-110000-115000,28,112500,0.12677564,0.161077032
LinJ23-50000-55000,23,52500,0.00943836,0.160917987
LinJ34-1080000-1085000,34,1082500,0.024958201,0.16064632
LinJ30-575000-580000,30,577500,0.065743581,0.160518676
LinJ23-735000-740000,23,737500,0.028887001,0.160120915
LinJ10-570000-575000,10,572500,0,0.160054903
LinJ35-1865000-1870000,35,1867500,0.037839041,0.159830886
LinJ36-2155000-2160000,36,2157500,0.060355844,0.159382289
LinJ35-1225000-1230000,35,1227500,0.054315739,0.159371197
LinJ30-725000-730000,30,727500,0.003795047,0.159130694
LinJ12-270000-275000,12,272500,-0.019229901,0.158804023
LinJ36-2325000-2330000,36,2327500,0.089448593,0.158654626
LinJ35-175000-180000,35,177500,0.08381518,0.158246907
LinJ35-1275000-1280000,35,1277500,0.075950273,0.158199283
LinJ33-715000-720000,33,717500,-0.075779273,0.157955289
LinJ22-130000-135000,22,132500,0.099037483,0.157802522
LinJ28-455000-460000,28,457500,0.123009914,0.157554193
LinJ33-645000-650000,33,647500,0.09681715,0.157550795
LinJ28-275000-280000,28,277500,-0.02366886,0.157376699
LinJ34-490000-495000,34,492500,0.05755124,0.157148687
LinJ23-595000-600000,23,597500,-0.063903686,0.157047992
LinJ36-1490000-1495000,36,1492500,0.091849431,0.15697411
LinJ24-860000-863815,24,861907.5,0,0.156918014
LinJ23-770000-775000,23,772500,0.064976791,0.156856061
LinJ19-660000-665000,19,662500,-0.023500316,0.156256629
LinJ35-1040000-1045000,35,1042500,0.061496867,0.156070739
LinJ20-335000-340000,20,337500,-0.318232165,0.156006786
LinJ01-75000-80000,1,77500,-0.191645762,0.155975516
LinJ17-155000-160000,17,157500,0.270287915,0.155739816
LinJ36-2015000-2020000,36,2017500,0.069121621,0.155719366
LinJ10-10000-15000,10,12500,0,0.155636282
LinJ22-655000-660000,22,657500,-0.099014767,0.155519156
LinJ30-1145000-1150000,30,1147500,0.127654296,0.155492743
LinJ28-175000-180000,28,177500,0.131741298,0.155372429
LinJ23-200000-205000,23,202500,-0.018356063,0.155010116
LinJ27-25000-30000,27,27500,0.007276362,0.154735955
LinJ23-415000-420000,23,417500,0.008099487,0.15448118
LinJ29-705000-710000,29,707500,0.052905871,0.154365151
LinJ28-25000-30000,28,27500,0.084963082,0.154240753
LinJ30-1315000-1320000,30,1317500,0.037708759,0.153891123
LinJ33-735000-740000,33,737500,0.030613184,0.153758979
LinJ21-710000-715000,21,712500,0.068254073,0.153314388
LinJ28-1160000-1165000,28,1162500,-0.062221501,0.153276897
LinJ14-175000-180000,14,177500,-0.008268127,0.153109656
LinJ23-765000-770000,23,767500,0.008724282,0.152869501
LinJ23-175000-180000,23,177500,0.015452256,0.15284555
LinJ36-2105000-2110000,36,2107500,0.016873314,0.15281344
LinJ15-295000-300000,15,297500,0.046920145,0.152791732
LinJ19-40000-45000,19,42500,0.011029495,0.152791731
LinJ34-1340000-1345000,34,1342500,0.02448425,0.152717213
LinJ23-580000-585000,23,582500,0.00449723,0.152493119
LinJ20-135000-140000,20,137500,0.032290351,0.152489478
LinJ23-590000-595000,23,592500,-0.03162247,0.152345525
LinJ23-395000-400000,23,397500,0.023448376,0.152259425
LinJ23-150000-155000,23,152500,0.008811191,0.152227743
LinJ35-1570000-1575000,35,1572500,0.090010746,0.152205896
LinJ36-175000-180000,36,177500,0.109395801,0.152126236
LinJ34-450000-455000,34,452500,0,0.152083148
LinJ33-480000-485000,33,482500,0.122301221,0.151627509
LinJ14-640000-645000,14,642500,0.050070484,0.151619099
LinJ29-550000-555000,29,552500,0.131073624,0.151606406
LinJ22-355000-360000,22,357500,0.060753551,0.151537556
LinJ29-1075000-1080000,29,1077500,0.079611059,0.151399824
LinJ36-1625000-1630000,36,1627500,-0.017639552,0.151365623
LinJ34-0-5000,34,2500,0,0.151361127
LinJ20-585000-590000,20,587500,0.029126362,0.151318565
LinJ23-420000-425000,23,422500,0.021083412,0.151269693
LinJ20-70000-75000,20,72500,0.000571227,0.151177177
LinJ35-805000-810000,35,807500,0.051953692,0.151177176
LinJ13-615000-620000,13,617500,0.122133964,0.150811207
LinJ23-670000-675000,23,672500,-0.037340759,0.150749478
LinJ34-845000-850000,34,847500,0.111922983,0.149804091
LinJ19-25000-30000,19,27500,-0.000583318,0.149439635
LinJ19-655000-660000,19,657500,-0.057094694,0.148993783
LinJ17-15000-20000,17,17500,0.076096981,0.148766373
LinJ35-1470000-1475000,35,1472500,-0.030947456,0.148674618
LinJ23-115000-120000,23,117500,-0.043170586,0.148410007
LinJ23-155000-160000,23,157500,0.059562107,0.148239019
LinJ13-455000-460000,13,457500,0.115580834,0.147908068
LinJ13-465000-470000,13,467500,0.122460453,0.147818037
LinJ34-1360000-1365000,34,1362500,0,0.147466759
LinJ20-275000-280000,20,277500,0.09208302,0.147348899
LinJ25-180000-185000,25,182500,0.177280944,0.147203843
LinJ23-230000-235000,23,232500,-0.004874145,0.147187812
LinJ13-385000-390000,13,387500,0.12248172,0.146411159
LinJ13-390000-395000,13,392500,0.098533743,0.146390145
LinJ36-145000-150000,36,147500,0.011637952,0.145706466
LinJ23-755000-760000,23,757500,-0.023428423,0.145697735
LinJ27-1060000-1065000,27,1062500,-2.293663018,0.144879437
LinJ09-40000-45000,9,42500,0.05962316,0.144703199
LinJ27-520000-525000,27,522500,0.09520989,0.144564304
LinJ23-640000-645000,23,642500,-0.083274608,0.144467019
LinJ34-1490000-1495000,34,1492500,0.108562973,0.144417485
LinJ34-670000-675000,34,672500,0.048276734,0.144131137
LinJ23-530000-535000,23,532500,-0.030860752,0.143973358
LinJ27-820000-825000,27,822500,0.114569352,0.143952861
LinJ33-650000-655000,33,652500,0.064193774,0.143732564
LinJ23-105000-110000,23,107500,-0.059173947,0.143502996
LinJ20-25000-30000,20,27500,0.110605913,0.143476995
LinJ35-1970000-1975000,35,1972500,0.057590469,0.143395679
LinJ25-35000-40000,25,37500,0.028465458,0.143105642
LinJ24-845000-850000,24,847500,0.021937012,0.142932171
LinJ35-1280000-1285000,35,1282500,0.050908521,0.142407812
LinJ27-1110000-1115000,27,1112500,-0.053985518,0.142397708
LinJ35-1270000-1275000,35,1272500,0.068475836,0.14226678
LinJ35-1820000-1825000,35,1822500,0.117261625,0.1422512
LinJ35-60000-65000,35,62500,-0.00093213,0.141789984
LinJ23-125000-130000,23,127500,0.075911708,0.141529168
LinJ36-335000-340000,36,337500,0.067230994,0.141446178
LinJ21-730000-735000,21,732500,0.020257118,0.141399986
LinJ24-835000-840000,24,837500,0.054755781,0.141124643
LinJ23-300000-305000,23,302500,0.043537418,0.141025786
LinJ03-10000-15000,3,12500,0.080687936,0.140988641
LinJ35-1100000-1105000,35,1102500,0.074999205,0.14094944
LinJ33-265000-270000,33,267500,0.101375922,0.140933421
LinJ36-170000-175000,36,172500,0.038462438,0.140475123
LinJ23-400000-405000,23,402500,-0.076357702,0.140433206
LinJ23-535000-540000,23,537500,-0.022340105,0.140052373
LinJ23-255000-260000,23,257500,0.039871368,0.139616131
LinJ23-545000-550000,23,547500,0,0.139605923
LinJ22-690000-695000,22,692500,0.03091972,0.139346634
LinJ13-425000-430000,13,427500,0.083161179,0.139315951
LinJ11-540000-545000,11,542500,0.010439047,0.139135063
LinJ23-725000-730000,23,727500,-0.026600765,0.139128401
LinJ22-275000-280000,22,277500,0.115722475,0.13900383
LinJ28-45000-50000,28,47500,0.008332777,0.138532518
LinJ22-645000-650000,22,647500,-0.038145243,0.138353816
LinJ36-2320000-2325000,36,2322500,0.004666533,0.138352767
LinJ35-1705000-1710000,35,1707500,0.058466831,0.138296036
LinJ13-20000-25000,13,22500,0.127262816,0.138065532
LinJ28-75000-80000,28,77500,-0.030793125,0.138005814
LinJ16-155000-160000,16,157500,0.050869749,0.137623419
LinJ36-765000-770000,36,767500,0.024286589,0.137481318
LinJ23-310000-315000,23,312500,-0.064479134,0.137024063
LinJ20-295000-300000,20,297500,0.091993595,0.136889785
LinJ35-1415000-1420000,35,1417500,0.082364209,0.136814156
LinJ23-695000-700000,23,697500,-0.029141424,0.136760966
LinJ35-1800000-1805000,35,1802500,0.011287157,0.136673878
LinJ24-5000-10000,24,7500,0.048162861,0.136583307
LinJ29-585000-590000,29,587500,0.061972274,0.136422861
LinJ33-595000-600000,33,597500,0.044354608,0.136209409
LinJ36-225000-230000,36,227500,0.067253127,0.135781637
LinJ09-10000-15000,9,12500,0.094310781,0.135120935
LinJ33-50000-55000,33,52500,-0.003200557,0.134631231
LinJ20-425000-430000,20,427500,0.100441652,0.134314677
LinJ09-565000-570000,9,567500,0.078906143,0.134129457
LinJ28-10000-15000,28,12500,0.060754869,0.133587304
LinJ35-380000-385000,35,382500,0.076126752,0.133576762
LinJ36-205000-210000,36,207500,0.027622569,0.133329375
LinJ11-195000-200000,11,197500,0.04985643,0.133046392
LinJ23-315000-320000,23,317500,-0.032288171,0.133027154
LinJ23-625000-630000,23,627500,0.088213202,0.13258375
LinJ35-490000-495000,35,492500,0.00671188,0.13246525
LinJ23-470000-475000,23,472500,-0.01064292,0.132123912
LinJ36-625000-630000,36,627500,0.109114543,0.132006304
LinJ20-285000-290000,20,287500,0.133905451,0.131729763
LinJ24-825000-830000,24,827500,0.003617876,0.131634203
LinJ13-505000-510000,13,507500,0.150419988,0.131204281
LinJ29-650000-655000,29,652500,0.105920588,0.131127001
LinJ12-250000-255000,12,252500,0.0019168,0.131125801
LinJ05-0-5000,5,2500,-0.132821562,0.130675082
LinJ20-540000-545000,20,542500,0.033776918,0.130422997
LinJ25-30000-35000,25,32500,0.031495989,0.13025705
LinJ34-1475000-1480000,34,1477500,0.0782236,0.130058055
LinJ35-870000-875000,35,872500,0.07594814,0.130009285
LinJ36-620000-625000,36,622500,0.074298267,0.129946228
LinJ21-435000-440000,21,437500,0.046864264,0.129939863
LinJ35-1160000-1165000,35,1162500,0.019032709,0.129563319
LinJ28-85000-90000,28,87500,0.039279416,0.129504135
LinJ21-275000-280000,21,277500,0.070542068,0.129486432
LinJ25-160000-165000,25,162500,0.097308836,0.12916334
LinJ34-920000-925000,34,922500,0.040072559,0.128913736
LinJ23-225000-230000,23,227500,-0.092439473,0.128884719
LinJ27-310000-315000,27,312500,0.085393138,0.128742007
LinJ20-725000-730000,20,727500,-0.078538112,0.128364065
LinJ13-625000-630000,13,627500,0.105136777,0.128355571
LinJ36-2110000-2115000,36,2112500,-0.077792638,0.128162571
LinJ29-640000-645000,29,642500,-0.014750092,0.128153363
LinJ35-1615000-1620000,35,1617500,0.086544055,0.127946497
LinJ19-225000-230000,19,227500,0,0.127731041
LinJ35-340000-345000,35,342500,0.067397305,0.127701479
LinJ23-515000-520000,23,517500,0.001889118,0.127491947
LinJ34-1065000-1070000,34,1067500,0.053418208,0.127451992
LinJ20-20000-25000,20,22500,0.065386899,0.127168172
LinJ36-1935000-1940000,36,1937500,0.041591009,0.126686067
LinJ34-1090000-1095000,34,1092500,0.036017183,0.126151586
LinJ35-895000-900000,35,897500,0.013456788,0.126151586
LinJ22-30000-35000,22,32500,0.156336537,0.125866123
LinJ35-1735000-1740000,35,1737500,0.034349054,0.125858546
LinJ34-1495000-1500000,34,1497500,0.030472806,0.125542307
LinJ25-0-5000,25,2500,0.062012503,0.125469071
LinJ29-655000-660000,29,657500,0.022953383,0.125158799
LinJ36-2335000-2340000,36,2337500,0.037883029,0.125052902
LinJ20-575000-580000,20,577500,0.076868294,0.124990605
LinJ34-325000-330000,34,327500,0,0.124948433
LinJ35-1345000-1350000,35,1347500,0.053769723,0.124757363
LinJ02-20000-25000,2,22500,0.006577496,0.124688745
LinJ20-480000-485000,20,482500,0.032436105,0.124407617
LinJ13-635000-640000,13,637500,0.109672384,0.124405026
LinJ17-635000-640000,17,637500,0.054070955,0.123999177
LinJ35-15000-20000,35,17500,0.012585716,0.122533428
LinJ13-155000-160000,13,157500,0.085527898,0.12249561
LinJ19-395000-400000,19,397500,0.401730302,0.121956304
LinJ36-1465000-1470000,36,1467500,0.075659396,0.121904423
LinJ11-415000-420000,11,417500,0.151925525,0.121372786
LinJ35-690000-695000,35,692500,0.153472323,0.120928854
LinJ21-5000-10000,21,7500,0,0.120855549
LinJ34-1525000-1530000,34,1527500,0.021565339,0.120764529
LinJ14-465000-470000,14,467500,-0.00385946,0.120242078
LinJ35-1060000-1065000,35,1062500,0.022795377,0.120132774
LinJ28-15000-20000,28,17500,0.027939288,0.119804654
LinJ35-1955000-1960000,35,1957500,0.058327495,0.119727127
LinJ21-715000-720000,21,717500,-0.048088307,0.119516118
LinJ35-980000-985000,35,982500,0.034726767,0.119431054
LinJ19-320000-325000,19,322500,0.061828154,0.119403984
LinJ23-275000-280000,23,277500,0.064327524,0.118996875
LinJ29-1005000-1010000,29,1007500,0.057397035,0.118952444
LinJ35-940000-945000,35,942500,0.070680478,0.11894208
LinJ29-1125000-1130000,29,1127500,0.098411559,0.118873844
LinJ13-605000-610000,13,607500,0.047978812,0.118698444
LinJ36-1900000-1905000,36,1902500,0.002525819,0.118668662
LinJ29-590000-595000,29,592500,0.010658125,0.118510074
LinJ21-470000-475000,21,472500,-0.016251169,0.118460288
LinJ13-630000-635000,13,632500,0.061633885,0.11842539
LinJ11-485000-490000,11,487500,0,0.118096832
LinJ28-485000-490000,28,487500,0.079583311,0.117581338
LinJ28-50000-55000,28,52500,0.033626356,0.117442999
LinJ29-1230000-1235000,29,1232500,0.043646904,0.117341754
LinJ25-65000-70000,25,67500,0.013222997,0.117233351
LinJ36-475000-480000,36,477500,-0.030191495,0.117146662
LinJ06-25000-30000,6,27500,0.06259343,0.117126149
LinJ34-855000-860000,34,857500,0.045022582,0.117055485
LinJ36-1800000-1805000,36,1802500,0.071670719,0.116984878
LinJ13-420000-425000,13,422500,0.165090283,0.116978539
LinJ34-560000-565000,34,562500,0.043544487,0.116974021
LinJ21-475000-480000,21,477500,0.04759823,0.116970223
LinJ34-1560000-1565000,34,1562500,0.016765882,0.116263958
LinJ34-1075000-1080000,34,1077500,0.044406164,0.116111994
LinJ12-590000-593475,12,591737.5,-0.027074644,0.116004426
LinJ36-575000-580000,36,577500,0.137659247,0.115943212
LinJ27-65000-70000,27,67500,0.055514022,0.115638714
LinJ35-1010000-1015000,35,1012500,0.075075541,0.115626805
LinJ36-100000-105000,36,102500,0.014691647,0.115461439
LinJ35-1055000-1060000,35,1057500,0.032351418,0.11530984
LinJ34-1200000-1205000,34,1202500,0.095358378,0.115266307
LinJ35-70000-75000,35,72500,0.027243972,0.115072621
LinJ16-50000-55000,16,52500,-0.048178523,0.114933218
LinJ01-0-5000,1,2500,0.104373353,0.114509592
LinJ23-465000-470000,23,467500,-0.081685171,0.114191608
LinJ36-1395000-1400000,36,1397500,0.092577195,0.114004083
LinJ25-80000-85000,25,82500,0.054169126,0.113828014
LinJ20-445000-450000,20,447500,0.049322515,0.113709325
LinJ25-225000-230000,25,227500,0.064593388,0.11370167
LinJ23-460000-465000,23,462500,-0.067032917,0.113683404
LinJ36-1810000-1815000,36,1812500,0.059929582,0.113380457
LinJ35-825000-830000,35,827500,0.140222806,0.112915978
LinJ36-380000-385000,36,382500,0.050027844,0.112842263
LinJ25-25000-30000,25,27500,0.125660029,0.112828694
LinJ34-1835000-1840000,34,1837500,0.029505545,0.112694628
LinJ23-685000-690000,23,687500,-0.003057797,0.112378349
LinJ11-420000-425000,11,422500,0.029116948,0.112172545
LinJ28-1170000-1175000,28,1172500,0.050492997,0.112070745
LinJ17-340000-345000,17,342500,-0.109958209,0.111736846
LinJ11-555000-560000,11,557500,0.063929644,0.111650834
LinJ34-1570000-1575000,34,1572500,0.025930024,0.11155217
LinJ13-545000-550000,13,547500,0.047266592,0.111404363
LinJ33-625000-630000,33,627500,0.074871077,0.111351338
LinJ30-1335000-1340000,30,1337500,-0.036473644,0.111289785
LinJ36-1835000-1840000,36,1837500,0.061218058,0.111289285
LinJ07-5000-10000,7,7500,-0.062039218,0.111243266
LinJ27-280000-285000,27,282500,0.067538304,0.111192947
LinJ30-1330000-1335000,30,1332500,0.079870496,0.11077392
LinJ34-1350000-1355000,34,1352500,0.130815566,0.11069342
LinJ22-440000-445000,22,442500,0.019331445,0.110507275
LinJ21-735000-740000,21,737500,0.063072808,0.110243125
LinJ36-615000-620000,36,617500,-0.017566952,0.110085917
LinJ13-410000-415000,13,412500,0.049229031,0.109949121
LinJ29-1160000-1165000,29,1162500,-0.046177233,0.109859323
LinJ34-40000-45000,34,42500,0.066992119,0.109738293
LinJ36-2315000-2320000,36,2317500,-0.011194646,0.109683004
LinJ36-1805000-1810000,36,1807500,0.025841349,0.109591425
LinJ33-585000-590000,33,587500,0.06401304,0.109445601
LinJ36-1915000-1920000,36,1917500,0.00853536,0.109423098
LinJ10-320000-325000,10,322500,-0.008481738,0.109383937
LinJ34-235000-240000,34,237500,0.083221753,0.109257603
LinJ23-650000-655000,23,652500,-0.016362393,0.109233509
LinJ27-70000-75000,27,72500,-0.08327209,0.109018794
LinJ17-140000-145000,17,142500,0.075459215,0.108878625
LinJ34-1405000-1410000,34,1407500,0.017431088,0.108807386
LinJ15-15000-20000,15,17500,0.044602432,0.108550959
LinJ17-195000-200000,17,197500,0.060548187,0.108460695
LinJ34-340000-345000,34,342500,0.041627695,0.10807409
LinJ30-1065000-1070000,30,1067500,0.070819832,0.107424899
LinJ33-470000-475000,33,472500,0.052297291,0.107109125
LinJ36-2540000-2545000,36,2542500,0.048781538,0.106787893
LinJ13-610000-615000,13,612500,0.044493831,0.106614563
LinJ27-480000-485000,27,482500,0.153303896,0.106462191
LinJ20-430000-435000,20,432500,0.016655087,0.106454639
LinJ13-500000-505000,13,502500,0.075240181,0.106295374
LinJ27-400000-405000,27,402500,0,0.106239092
LinJ13-600000-605000,13,602500,0.057669127,0.106068411
LinJ04-20000-25000,4,22500,0.06030667,0.105985807
LinJ36-220000-225000,36,222500,0.01230855,0.105954846
LinJ22-155000-160000,22,157500,0.021306551,0.105872883
LinJ36-1600000-1605000,36,1602500,0.096104884,0.105619253
LinJ36-385000-390000,36,387500,0.028955426,0.105584618
LinJ36-1045000-1050000,36,1047500,-0.028167141,0.10553191
LinJ27-285000-290000,27,287500,0.044896922,0.105423387
LinJ36-355000-360000,36,357500,-0.000536807,0.105391227
LinJ23-690000-695000,23,692500,0.008669692,0.105391226
LinJ35-685000-690000,35,687500,0.052206738,0.105171067
LinJ23-110000-115000,23,112500,0.027536391,0.10508688
LinJ17-645000-650000,17,647500,-0.048243884,0.104941085
LinJ29-800000-805000,29,802500,0.024324279,0.104912628
LinJ35-1230000-1235000,35,1232500,0.062201819,0.104861159
LinJ35-1890000-1895000,35,1892500,0.040023498,0.104850337
LinJ36-1485000-1490000,36,1487500,-0.040264834,0.10483349
LinJ19-75000-80000,19,77500,-0.064800445,0.104789908
LinJ27-600000-605000,27,602500,-0.004101074,0.104750791
LinJ22-65000-70000,22,67500,0.028922871,0.104728985
LinJ34-1690000-1695000,34,1692500,-0.056078722,0.104679554
LinJ28-30000-35000,28,32500,0.079654115,0.104516323
LinJ34-1555000-1560000,34,1557500,-0.050456127,0.104461997
LinJ35-2005000-2010000,35,2007500,-0.010807716,0.104202289
LinJ21-15000-20000,21,17500,0.017711597,0.104179281
LinJ36-2685000-2690000,36,2687500,-0.019308143,0.104125552
LinJ14-270000-275000,14,272500,0.026662634,0.104108359
LinJ22-60000-65000,22,62500,-0.012211659,0.104012303
LinJ11-560000-565000,11,562500,0.037962449,0.104002358
LinJ07-575000-580000,7,577500,-0.022327488,0.103964072
LinJ33-400000-405000,33,402500,0.139647172,0.103885028
LinJ34-1675000-1680000,34,1677500,0.042235697,0.103562762
LinJ29-860000-865000,29,862500,0.017757716,0.103457741
LinJ34-1805000-1810000,34,1807500,-0.028264815,0.103347894
LinJ20-535000-540000,20,537500,0.051274447,0.103035668
LinJ10-185000-190000,10,187500,0.073486456,0.102979743
LinJ35-935000-940000,35,937500,0.06622356,0.102979742
LinJ05-390000-395000,5,392500,-0.170082175,0.102757437
LinJ30-25000-30000,30,27500,-0.005200814,0.102755729
LinJ35-975000-980000,35,977500,0.04401414,0.102520288
LinJ21-645000-650000,21,647500,0,0.102298832
LinJ35-1265000-1270000,35,1267500,0.034313027,0.102263522
LinJ06-5000-10000,6,7500,0.021025049,0.102193236
LinJ34-1635000-1640000,34,1637500,-0.047000634,0.102128418
LinJ36-2350000-2355000,36,2352500,0.033342,0.102071081
LinJ30-1100000-1105000,30,1102500,-0.037636855,0.102056182
LinJ36-1455000-1460000,36,1457500,-0.027689843,0.101961051
LinJ35-1435000-1440000,35,1437500,-0.00611644,0.101932015
LinJ29-1170000-1175000,29,1172500,0.100602636,0.101846157
LinJ36-2050000-2055000,36,2052500,0.05186715,0.101791865
LinJ36-180000-185000,36,182500,0.050951366,0.101767678
LinJ13-15000-20000,13,17500,0.040005421,0.101760927
LinJ30-600000-605000,30,602500,0.054104535,0.101621552
LinJ29-1055000-1060000,29,1057500,-0.04790003,0.101268999
LinJ13-160000-165000,13,162500,0.009154247,0.101047088
LinJ36-1645000-1650000,36,1647500,-0.087359289,0.10094013
LinJ35-1430000-1435000,35,1432500,-0.012865183,0.100688919
LinJ36-1970000-1975000,36,1972500,0.068746471,0.100365873
LinJ34-1230000-1235000,34,1232500,0.047972377,0.100197747
LinJ29-540000-545000,29,542500,0.082170758,0.099916504
LinJ36-2730000-2735000,36,2732500,0.061103138,0.099836411
LinJ25-395000-400000,25,397500,0.002684034,0.099785442
LinJ19-205000-210000,19,207500,0.027480217,0.099784548
LinJ23-705000-710000,23,707500,-0.060915702,0.099406605
LinJ28-480000-485000,28,482500,0.058884523,0.099332925
LinJ24-615000-620000,24,617500,0.117736606,0.099294542
LinJ35-1095000-1100000,35,1097500,0.054071739,0.09920095
LinJ28-200000-205000,28,202500,0,0.099175332
LinJ36-1425000-1430000,36,1427500,0.012281481,0.099149513
LinJ11-525000-530000,11,527500,0.027809306,0.099128415
LinJ24-665000-670000,24,667500,0.044337981,0.099059913
LinJ30-810000-815000,30,812500,-0.037580893,0.098930663
LinJ33-255000-260000,33,257500,-0.048255896,0.098789213
LinJ19-80000-85000,19,82500,-0.024365373,0.098601518
LinJ36-215000-220000,36,217500,0.00327562,0.098591759
LinJ30-1305000-1310000,30,1307500,0.090942798,0.098583254
LinJ28-240000-245000,28,242500,0.109389138,0.098491722
LinJ36-1065000-1070000,36,1067500,0.033900534,0.098388996
LinJ30-940000-945000,30,942500,0.042230761,0.098133322
LinJ25-235000-240000,25,237500,0.135419193,0.097988409
LinJ24-725000-730000,24,727500,0.061799675,0.097853646
LinJ20-255000-260000,20,257500,-0.013295587,0.097837267
LinJ27-560000-565000,27,562500,0.090985061,0.097777653
LinJ29-445000-450000,29,447500,0.02943625,0.097730231
LinJ35-1030000-1035000,35,1032500,0.050538153,0.097668811
LinJ28-195000-200000,28,197500,0.080652721,0.097539266
LinJ30-1350000-1353302,30,1351651,0,0.097450144
LinJ28-35000-40000,28,37500,0.010828134,0.097207661
LinJ20-55000-60000,20,57500,0.020588424,0.097159548
LinJ20-50000-55000,20,52500,-0.041337664,0.097099984
LinJ35-1530000-1535000,35,1532500,0.017968036,0.096989534
LinJ36-435000-440000,36,437500,0.035488832,0.096917341
LinJ35-1455000-1460000,35,1457500,0.067034964,0.096893874
LinJ25-150000-155000,25,152500,0.064639541,0.096735295
LinJ34-470000-475000,34,472500,0.094600432,0.096531248
LinJ33-30000-35000,33,32500,0.092107032,0.096402092
LinJ36-455000-460000,36,457500,0.037658653,0.096237276
LinJ28-165000-170000,28,167500,0.104248039,0.096160865
LinJ14-600000-605000,14,602500,0.011392733,0.096146952
LinJ07-15000-20000,7,17500,0.10242269,0.096095421
LinJ21-235000-240000,21,237500,-0.029472193,0.096063567
LinJ27-770000-775000,27,772500,0.116351344,0.095990515
LinJ36-2680000-2685000,36,2682500,0.050860791,0.095979445
LinJ13-445000-450000,13,447500,0.044647894,0.095952653
LinJ35-1845000-1850000,35,1847500,0.006907383,0.095943409
LinJ28-450000-455000,28,452500,0.063819477,0.095908646
LinJ35-830000-835000,35,832500,0.137714319,0.095372986
LinJ36-1715000-1720000,36,1717500,-0.032778264,0.095249965
LinJ34-565000-570000,34,567500,0.030628833,0.095196237
LinJ30-480000-485000,30,482500,0.105112651,0.095087308
LinJ05-35000-40000,5,37500,-0.00271696,0.095067892
LinJ30-240000-245000,30,242500,-0.018453181,0.094786179
LinJ19-370000-375000,19,372500,0.070957242,0.094576088
LinJ19-50000-55000,19,52500,0.067993894,0.094571511
LinJ30-1165000-1170000,30,1167500,0.014206811,0.094257489
LinJ36-125000-130000,36,127500,0.031549949,0.094255974
LinJ29-1025000-1030000,29,1027500,0.002097912,0.094238549
LinJ22-750000-755000,22,752500,-0.034362524,0.094201063
LinJ36-65000-70000,36,67500,0,0.093975827
LinJ36-2200000-2205000,36,2202500,-0.012470346,0.093975827
LinJ34-870000-875000,34,872500,0.047438684,0.093975826
LinJ30-675000-680000,30,677500,0.083663631,0.093690193
LinJ36-2650000-2655000,36,2652500,-0.047907303,0.093683241
