GeneID	Chr	start	end	Strand
LinJ13-370000-375000	LinJ13	370000	375000	+
LinJ13-375000-380000	LinJ13	375000	380000	+
LinJ13-380000-385000	LinJ13	380000	385000	+
LinJ13-385000-390000	LinJ13	385000	390000	+
LinJ13-390000-395000	LinJ13	390000	395000	+
LinJ13-395000-400000	LinJ13	395000	400000	+
LinJ13-400000-405000	LinJ13	400000	405000	+
LinJ13-405000-410000	LinJ13	405000	410000	+
LinJ13-410000-415000	LinJ13	410000	415000	+
LinJ13-415000-420000	LinJ13	415000	420000	+
LinJ13-420000-425000	LinJ13	420000	425000	+
LinJ13-425000-430000	LinJ13	425000	430000	+
LinJ13-430000-435000	LinJ13	430000	435000	+
LinJ13-435000-440000	LinJ13	435000	440000	+
LinJ13-440000-445000	LinJ13	440000	445000	+
LinJ13-445000-450000	LinJ13	445000	450000	+
LinJ13-450000-455000	LinJ13	450000	455000	+
LinJ13-455000-460000	LinJ13	455000	460000	+
LinJ13-460000-465000	LinJ13	460000	465000	+
LinJ13-465000-470000	LinJ13	465000	470000	+
LinJ13-470000-475000	LinJ13	470000	475000	+
LinJ13-475000-480000	LinJ13	475000	480000	+
LinJ13-480000-485000	LinJ13	480000	485000	+
LinJ13-485000-490000	LinJ13	485000	490000	+
LinJ13-490000-495000	LinJ13	490000	495000	+
LinJ13-495000-500000	LinJ13	495000	500000	+
LinJ13-500000-505000	LinJ13	500000	505000	+
LinJ13-505000-510000	LinJ13	505000	510000	+
LinJ13-510000-515000	LinJ13	510000	515000	+
LinJ13-515000-520000	LinJ13	515000	520000	+
LinJ13-520000-525000	LinJ13	520000	525000	+
LinJ13-525000-530000	LinJ13	525000	530000	+
LinJ13-530000-535000	LinJ13	530000	535000	+
LinJ13-535000-540000	LinJ13	535000	540000	+
LinJ13-540000-545000	LinJ13	540000	545000	+
LinJ13-545000-550000	LinJ13	545000	550000	+
LinJ13-550000-555000	LinJ13	550000	555000	+
LinJ13-555000-560000	LinJ13	555000	560000	+
LinJ13-560000-565000	LinJ13	560000	565000	+
LinJ13-565000-570000	LinJ13	565000	570000	+
LinJ13-570000-575000	LinJ13	570000	575000	+
LinJ13-575000-580000	LinJ13	575000	580000	+
LinJ13-580000-585000	LinJ13	580000	585000	+
LinJ13-585000-590000	LinJ13	585000	590000	+
LinJ13-590000-595000	LinJ13	590000	595000	+
LinJ13-595000-600000	LinJ13	595000	600000	+
LinJ13-600000-605000	LinJ13	600000	605000	+
LinJ13-605000-610000	LinJ13	605000	610000	+
LinJ13-610000-615000	LinJ13	610000	615000	+
LinJ13-615000-620000	LinJ13	615000	620000	+
LinJ13-620000-625000	LinJ13	620000	625000	+
LinJ13-625000-630000	LinJ13	625000	630000	+
LinJ13-630000-635000	LinJ13	630000	635000	+
LinJ13-635000-640000	LinJ13	635000	640000	+
LinJ13-640000-645000	LinJ13	640000	645000	+
LinJ13-645000-650000	LinJ13	645000	650000	+
LinJ13-650000-655000	LinJ13	650000	655000	+
LinJ13-655000-659814	LinJ13	655000	659814	+
LinJ14-0-5000	LinJ14	0	5000	+
LinJ14-5000-10000	LinJ14	5000	10000	+
LinJ14-10000-15000	LinJ14	10000	15000	+
LinJ14-15000-20000	LinJ14	15000	20000	+
LinJ14-20000-25000	LinJ14	20000	25000	+
LinJ14-25000-30000	LinJ14	25000	30000	+
LinJ14-30000-35000	LinJ14	30000	35000	+
LinJ14-35000-40000	LinJ14	35000	40000	+
LinJ14-40000-45000	LinJ14	40000	45000	+
LinJ14-45000-50000	LinJ14	45000	50000	+
LinJ14-50000-55000	LinJ14	50000	55000	+
LinJ14-55000-60000	LinJ14	55000	60000	+
LinJ14-60000-65000	LinJ14	60000	65000	+
LinJ14-65000-70000	LinJ14	65000	70000	+
LinJ14-70000-75000	LinJ14	70000	75000	+
LinJ14-75000-80000	LinJ14	75000	80000	+
LinJ14-80000-85000	LinJ14	80000	85000	+
LinJ14-85000-90000	LinJ14	85000	90000	+
LinJ14-90000-95000	LinJ14	90000	95000	+
LinJ14-95000-100000	LinJ14	95000	100000	+
LinJ14-100000-105000	LinJ14	100000	105000	+
LinJ14-105000-110000	LinJ14	105000	110000	+
LinJ14-110000-115000	LinJ14	110000	115000	+
LinJ14-115000-120000	LinJ14	115000	120000	+
LinJ14-120000-125000	LinJ14	120000	125000	+
LinJ14-125000-130000	LinJ14	125000	130000	+
LinJ14-130000-135000	LinJ14	130000	135000	+
LinJ14-135000-140000	LinJ14	135000	140000	+
LinJ14-140000-145000	LinJ14	140000	145000	+
LinJ14-145000-150000	LinJ14	145000	150000	+
LinJ14-150000-155000	LinJ14	150000	155000	+
LinJ14-155000-160000	LinJ14	155000	160000	+
LinJ14-160000-165000	LinJ14	160000	165000	+
LinJ14-165000-170000	LinJ14	165000	170000	+
LinJ14-170000-175000	LinJ14	170000	175000	+
LinJ14-175000-180000	LinJ14	175000	180000	+
LinJ14-180000-185000	LinJ14	180000	185000	+
LinJ14-185000-190000	LinJ14	185000	190000	+
LinJ14-190000-195000	LinJ14	190000	195000	+
LinJ14-195000-200000	LinJ14	195000	200000	+
LinJ14-200000-205000	LinJ14	200000	205000	+
LinJ14-205000-210000	LinJ14	205000	210000	+
LinJ14-210000-215000	LinJ14	210000	215000	+
LinJ14-215000-220000	LinJ14	215000	220000	+
LinJ14-220000-225000	LinJ14	220000	225000	+
LinJ14-225000-230000	LinJ14	225000	230000	+
LinJ14-230000-235000	LinJ14	230000	235000	+
LinJ14-235000-240000	LinJ14	235000	240000	+
LinJ14-240000-245000	LinJ14	240000	245000	+
LinJ14-245000-250000	LinJ14	245000	250000	+
LinJ14-250000-255000	LinJ14	250000	255000	+
LinJ14-255000-260000	LinJ14	255000	260000	+
LinJ14-260000-265000	LinJ14	260000	265000	+
LinJ14-265000-270000	LinJ14	265000	270000	+
LinJ14-270000-275000	LinJ14	270000	275000	+
LinJ14-275000-280000	LinJ14	275000	280000	+
LinJ14-280000-285000	LinJ14	280000	285000	+
LinJ14-285000-290000	LinJ14	285000	290000	+
LinJ14-290000-295000	LinJ14	290000	295000	+
LinJ14-295000-300000	LinJ14	295000	300000	+
LinJ14-300000-305000	LinJ14	300000	305000	+
LinJ14-305000-310000	LinJ14	305000	310000	+
LinJ14-310000-315000	LinJ14	310000	315000	+
LinJ14-315000-320000	LinJ14	315000	320000	+
LinJ14-320000-325000	LinJ14	320000	325000	+
LinJ14-325000-330000	LinJ14	325000	330000	+
LinJ14-330000-335000	LinJ14	330000	335000	+
LinJ14-335000-340000	LinJ14	335000	340000	+
LinJ14-340000-345000	LinJ14	340000	345000	+
LinJ14-345000-350000	LinJ14	345000	350000	+
LinJ14-350000-355000	LinJ14	350000	355000	+
LinJ14-355000-360000	LinJ14	355000	360000	+
LinJ14-360000-365000	LinJ14	360000	365000	+
LinJ14-365000-370000	LinJ14	365000	370000	+
LinJ14-370000-375000	LinJ14	370000	375000	+
LinJ14-375000-380000	LinJ14	375000	380000	+
LinJ14-380000-385000	LinJ14	380000	385000	+
LinJ14-385000-390000	LinJ14	385000	390000	+
LinJ14-390000-395000	LinJ14	390000	395000	+
LinJ14-395000-400000	LinJ14	395000	400000	+
LinJ14-400000-405000	LinJ14	400000	405000	+
LinJ14-405000-410000	LinJ14	405000	410000	+
LinJ14-410000-415000	LinJ14	410000	415000	+
LinJ14-415000-420000	LinJ14	415000	420000	+
LinJ14-420000-425000	LinJ14	420000	425000	+
LinJ14-425000-430000	LinJ14	425000	430000	+
LinJ14-430000-435000	LinJ14	430000	435000	+
LinJ14-435000-440000	LinJ14	435000	440000	+
LinJ14-440000-445000	LinJ14	440000	445000	+
LinJ14-445000-450000	LinJ14	445000	450000	+
LinJ14-450000-455000	LinJ14	450000	455000	+
LinJ14-455000-460000	LinJ14	455000	460000	+
LinJ14-460000-465000	LinJ14	460000	465000	+
LinJ14-465000-470000	LinJ14	465000	470000	+
LinJ14-470000-475000	LinJ14	470000	475000	+
LinJ14-475000-480000	LinJ14	475000	480000	+
LinJ14-480000-485000	LinJ14	480000	485000	+
LinJ14-485000-490000	LinJ14	485000	490000	+
LinJ14-490000-495000	LinJ14	490000	495000	+
LinJ14-495000-500000	LinJ14	495000	500000	+
LinJ14-500000-505000	LinJ14	500000	505000	+
LinJ14-505000-510000	LinJ14	505000	510000	+
LinJ14-510000-515000	LinJ14	510000	515000	+
LinJ14-515000-520000	LinJ14	515000	520000	+
LinJ14-520000-525000	LinJ14	520000	525000	+
LinJ14-525000-530000	LinJ14	525000	530000	+
LinJ14-530000-535000	LinJ14	530000	535000	+
LinJ14-535000-540000	LinJ14	535000	540000	+
LinJ14-540000-545000	LinJ14	540000	545000	+
LinJ14-545000-550000	LinJ14	545000	550000	+
LinJ14-550000-555000	LinJ14	550000	555000	+
LinJ14-555000-560000	LinJ14	555000	560000	+
LinJ14-560000-565000	LinJ14	560000	565000	+
LinJ14-565000-570000	LinJ14	565000	570000	+
LinJ14-570000-575000	LinJ14	570000	575000	+
LinJ14-575000-580000	LinJ14	575000	580000	+
LinJ14-580000-585000	LinJ14	580000	585000	+
LinJ14-585000-590000	LinJ14	585000	590000	+
LinJ14-590000-595000	LinJ14	590000	595000	+
LinJ14-595000-600000	LinJ14	595000	600000	+
LinJ14-600000-605000	LinJ14	600000	605000	+
LinJ14-605000-610000	LinJ14	605000	610000	+
LinJ14-610000-615000	LinJ14	610000	615000	+
LinJ14-615000-620000	LinJ14	615000	620000	+
LinJ14-620000-625000	LinJ14	620000	625000	+
LinJ14-625000-630000	LinJ14	625000	630000	+
LinJ14-630000-635000	LinJ14	630000	635000	+
LinJ14-635000-640000	LinJ14	635000	640000	+
LinJ14-640000-645000	LinJ14	640000	645000	+
LinJ14-645000-650000	LinJ14	645000	650000	+
LinJ14-650000-655000	LinJ14	650000	655000	+
LinJ14-655000-656132	LinJ14	655000	656132	+
LinJ15-0-5000	LinJ15	0	5000	+
LinJ15-5000-10000	LinJ15	5000	10000	+
LinJ15-10000-15000	LinJ15	10000	15000	+
LinJ15-15000-20000	LinJ15	15000	20000	+
LinJ15-20000-25000	LinJ15	20000	25000	+
LinJ15-25000-30000	LinJ15	25000	30000	+
LinJ15-30000-35000	LinJ15	30000	35000	+
LinJ15-35000-40000	LinJ15	35000	40000	+
LinJ15-40000-45000	LinJ15	40000	45000	+
LinJ15-45000-50000	LinJ15	45000	50000	+
LinJ15-50000-55000	LinJ15	50000	55000	+
LinJ15-55000-60000	LinJ15	55000	60000	+
LinJ15-60000-65000	LinJ15	60000	65000	+
LinJ15-65000-70000	LinJ15	65000	70000	+
LinJ15-70000-75000	LinJ15	70000	75000	+
LinJ15-75000-80000	LinJ15	75000	80000	+
LinJ15-80000-85000	LinJ15	80000	85000	+
LinJ15-85000-90000	LinJ15	85000	90000	+
LinJ15-90000-95000	LinJ15	90000	95000	+
LinJ15-95000-100000	LinJ15	95000	100000	+
LinJ15-100000-105000	LinJ15	100000	105000	+
LinJ15-105000-110000	LinJ15	105000	110000	+
LinJ15-110000-115000	LinJ15	110000	115000	+
LinJ15-115000-120000	LinJ15	115000	120000	+
LinJ15-120000-125000	LinJ15	120000	125000	+
LinJ15-125000-130000	LinJ15	125000	130000	+
LinJ15-130000-135000	LinJ15	130000	135000	+
LinJ15-135000-140000	LinJ15	135000	140000	+
LinJ15-140000-145000	LinJ15	140000	145000	+
LinJ15-145000-150000	LinJ15	145000	150000	+
LinJ15-150000-155000	LinJ15	150000	155000	+
LinJ15-155000-160000	LinJ15	155000	160000	+
LinJ15-160000-165000	LinJ15	160000	165000	+
LinJ15-165000-170000	LinJ15	165000	170000	+
LinJ15-170000-175000	LinJ15	170000	175000	+
LinJ15-175000-180000	LinJ15	175000	180000	+
LinJ15-180000-185000	LinJ15	180000	185000	+
LinJ15-185000-190000	LinJ15	185000	190000	+
LinJ15-190000-195000	LinJ15	190000	195000	+
LinJ15-195000-200000	LinJ15	195000	200000	+
LinJ15-200000-205000	LinJ15	200000	205000	+
LinJ15-205000-210000	LinJ15	205000	210000	+
LinJ15-210000-215000	LinJ15	210000	215000	+
LinJ15-215000-220000	LinJ15	215000	220000	+
LinJ15-220000-225000	LinJ15	220000	225000	+
LinJ15-225000-230000	LinJ15	225000	230000	+
LinJ15-230000-235000	LinJ15	230000	235000	+
LinJ15-235000-240000	LinJ15	235000	240000	+
LinJ15-240000-245000	LinJ15	240000	245000	+
LinJ15-245000-250000	LinJ15	245000	250000	+
LinJ15-250000-255000	LinJ15	250000	255000	+
LinJ15-255000-260000	LinJ15	255000	260000	+
LinJ15-260000-265000	LinJ15	260000	265000	+
LinJ15-265000-270000	LinJ15	265000	270000	+
LinJ15-270000-275000	LinJ15	270000	275000	+
LinJ15-275000-280000	LinJ15	275000	280000	+
LinJ15-280000-285000	LinJ15	280000	285000	+
LinJ15-285000-290000	LinJ15	285000	290000	+
LinJ15-290000-295000	LinJ15	290000	295000	+
LinJ15-295000-300000	LinJ15	295000	300000	+
LinJ15-300000-305000	LinJ15	300000	305000	+
LinJ15-305000-310000	LinJ15	305000	310000	+
LinJ15-310000-315000	LinJ15	310000	315000	+
LinJ15-315000-320000	LinJ15	315000	320000	+
LinJ15-320000-325000	LinJ15	320000	325000	+
LinJ15-325000-330000	LinJ15	325000	330000	+
LinJ15-330000-335000	LinJ15	330000	335000	+
LinJ15-335000-340000	LinJ15	335000	340000	+
LinJ15-340000-345000	LinJ15	340000	345000	+
LinJ15-345000-350000	LinJ15	345000	350000	+
LinJ15-350000-355000	LinJ15	350000	355000	+
LinJ15-355000-360000	LinJ15	355000	360000	+
LinJ15-360000-365000	LinJ15	360000	365000	+
LinJ15-365000-370000	LinJ15	365000	370000	+
LinJ15-370000-375000	LinJ15	370000	375000	+
LinJ15-375000-380000	LinJ15	375000	380000	+
LinJ15-380000-385000	LinJ15	380000	385000	+
LinJ15-385000-390000	LinJ15	385000	390000	+
LinJ15-390000-395000	LinJ15	390000	395000	+
LinJ15-395000-400000	LinJ15	395000	400000	+
LinJ15-400000-405000	LinJ15	400000	405000	+
LinJ15-405000-410000	LinJ15	405000	410000	+
LinJ15-410000-415000	LinJ15	410000	415000	+
LinJ15-415000-420000	LinJ15	415000	420000	+
LinJ15-420000-425000	LinJ15	420000	425000	+
LinJ15-425000-430000	LinJ15	425000	430000	+
LinJ15-430000-435000	LinJ15	430000	435000	+
LinJ15-435000-440000	LinJ15	435000	440000	+
LinJ15-440000-445000	LinJ15	440000	445000	+
LinJ15-445000-450000	LinJ15	445000	450000	+
LinJ15-450000-455000	LinJ15	450000	455000	+
LinJ15-455000-460000	LinJ15	455000	460000	+
LinJ15-460000-465000	LinJ15	460000	465000	+
LinJ15-465000-470000	LinJ15	465000	470000	+
LinJ15-470000-475000	LinJ15	470000	475000	+
LinJ15-475000-480000	LinJ15	475000	480000	+
LinJ15-480000-485000	LinJ15	480000	485000	+
LinJ15-485000-490000	LinJ15	485000	490000	+
LinJ15-490000-495000	LinJ15	490000	495000	+
LinJ15-495000-500000	LinJ15	495000	500000	+
LinJ15-500000-505000	LinJ15	500000	505000	+
LinJ15-505000-510000	LinJ15	505000	510000	+
LinJ15-510000-515000	LinJ15	510000	515000	+
LinJ15-515000-520000	LinJ15	515000	520000	+
LinJ15-520000-525000	LinJ15	520000	525000	+
LinJ15-525000-530000	LinJ15	525000	530000	+
LinJ15-530000-535000	LinJ15	530000	535000	+
LinJ15-535000-540000	LinJ15	535000	540000	+
LinJ15-540000-545000	LinJ15	540000	545000	+
LinJ15-545000-550000	LinJ15	545000	550000	+
LinJ15-550000-555000	LinJ15	550000	555000	+
LinJ15-555000-560000	LinJ15	555000	560000	+
LinJ15-560000-565000	LinJ15	560000	565000	+
LinJ15-565000-570000	LinJ15	565000	570000	+
LinJ15-570000-575000	LinJ15	570000	575000	+
LinJ15-575000-580000	LinJ15	575000	580000	+
LinJ15-580000-585000	LinJ15	580000	585000	+
LinJ15-585000-590000	LinJ15	585000	590000	+
LinJ15-590000-595000	LinJ15	590000	595000	+
LinJ15-595000-600000	LinJ15	595000	600000	+
LinJ15-600000-605000	LinJ15	600000	605000	+
LinJ15-605000-610000	LinJ15	605000	610000	+
LinJ15-610000-615000	LinJ15	610000	615000	+
LinJ15-615000-620000	LinJ15	615000	620000	+
LinJ15-620000-625000	LinJ15	620000	625000	+
LinJ15-625000-630000	LinJ15	625000	630000	+
LinJ15-630000-635000	LinJ15	630000	635000	+
LinJ15-635000-640000	LinJ15	635000	640000	+
LinJ15-640000-645000	LinJ15	640000	645000	+
LinJ15-645000-650000	LinJ15	645000	650000	+
LinJ15-650000-650324	LinJ15	650000	650324	+
LinJ16-0-5000	LinJ16	0	5000	+
LinJ16-5000-10000	LinJ16	5000	10000	+
LinJ16-10000-15000	LinJ16	10000	15000	+
LinJ16-15000-20000	LinJ16	15000	20000	+
LinJ16-20000-25000	LinJ16	20000	25000	+
LinJ16-25000-30000	LinJ16	25000	30000	+
LinJ16-30000-35000	LinJ16	30000	35000	+
LinJ16-35000-40000	LinJ16	35000	40000	+
LinJ16-40000-45000	LinJ16	40000	45000	+
LinJ16-45000-50000	LinJ16	45000	50000	+
LinJ16-50000-55000	LinJ16	50000	55000	+
LinJ16-55000-60000	LinJ16	55000	60000	+
LinJ16-60000-65000	LinJ16	60000	65000	+
LinJ16-65000-70000	LinJ16	65000	70000	+
LinJ16-70000-75000	LinJ16	70000	75000	+
LinJ16-75000-80000	LinJ16	75000	80000	+
LinJ16-80000-85000	LinJ16	80000	85000	+
LinJ16-85000-90000	LinJ16	85000	90000	+
LinJ16-90000-95000	LinJ16	90000	95000	+
LinJ16-95000-100000	LinJ16	95000	100000	+
LinJ16-100000-105000	LinJ16	100000	105000	+
LinJ16-105000-110000	LinJ16	105000	110000	+
LinJ16-110000-115000	LinJ16	110000	115000	+
LinJ16-115000-120000	LinJ16	115000	120000	+
LinJ16-120000-125000	LinJ16	120000	125000	+
LinJ16-125000-130000	LinJ16	125000	130000	+
LinJ16-130000-135000	LinJ16	130000	135000	+
LinJ16-135000-140000	LinJ16	135000	140000	+
LinJ16-140000-145000	LinJ16	140000	145000	+
LinJ16-145000-150000	LinJ16	145000	150000	+
LinJ16-150000-155000	LinJ16	150000	155000	+
LinJ16-155000-160000	LinJ16	155000	160000	+
LinJ16-160000-165000	LinJ16	160000	165000	+
LinJ16-165000-170000	LinJ16	165000	170000	+
LinJ16-170000-175000	LinJ16	170000	175000	+
LinJ16-175000-180000	LinJ16	175000	180000	+
LinJ16-180000-185000	LinJ16	180000	185000	+
LinJ16-185000-190000	LinJ16	185000	190000	+
LinJ16-190000-195000	LinJ16	190000	195000	+
LinJ16-195000-200000	LinJ16	195000	200000	+
LinJ16-200000-205000	LinJ16	200000	205000	+
LinJ16-205000-210000	LinJ16	205000	210000	+
LinJ16-210000-215000	LinJ16	210000	215000	+
LinJ16-215000-220000	LinJ16	215000	220000	+
LinJ16-220000-225000	LinJ16	220000	225000	+
LinJ16-225000-230000	LinJ16	225000	230000	+
LinJ16-230000-235000	LinJ16	230000	235000	+
LinJ16-235000-240000	LinJ16	235000	240000	+
LinJ16-240000-245000	LinJ16	240000	245000	+
LinJ16-245000-250000	LinJ16	245000	250000	+
LinJ16-250000-255000	LinJ16	250000	255000	+
LinJ16-255000-260000	LinJ16	255000	260000	+
LinJ16-260000-265000	LinJ16	260000	265000	+
LinJ16-265000-270000	LinJ16	265000	270000	+
LinJ16-270000-275000	LinJ16	270000	275000	+
LinJ16-275000-280000	LinJ16	275000	280000	+
LinJ16-280000-285000	LinJ16	280000	285000	+
LinJ16-285000-290000	LinJ16	285000	290000	+
LinJ16-290000-295000	LinJ16	290000	295000	+
LinJ16-295000-300000	LinJ16	295000	300000	+
LinJ16-300000-305000	LinJ16	300000	305000	+
LinJ16-305000-310000	LinJ16	305000	310000	+
LinJ16-310000-315000	LinJ16	310000	315000	+
LinJ16-315000-320000	LinJ16	315000	320000	+
LinJ16-320000-325000	LinJ16	320000	325000	+
LinJ16-325000-330000	LinJ16	325000	330000	+
LinJ16-330000-335000	LinJ16	330000	335000	+
LinJ16-335000-340000	LinJ16	335000	340000	+
LinJ16-340000-345000	LinJ16	340000	345000	+
LinJ16-345000-350000	LinJ16	345000	350000	+
LinJ16-350000-355000	LinJ16	350000	355000	+
LinJ16-355000-360000	LinJ16	355000	360000	+
LinJ16-360000-365000	LinJ16	360000	365000	+
LinJ16-365000-370000	LinJ16	365000	370000	+
LinJ16-370000-375000	LinJ16	370000	375000	+
LinJ16-375000-380000	LinJ16	375000	380000	+
LinJ16-380000-385000	LinJ16	380000	385000	+
LinJ16-385000-390000	LinJ16	385000	390000	+
LinJ16-390000-395000	LinJ16	390000	395000	+
LinJ16-395000-400000	LinJ16	395000	400000	+
LinJ16-400000-405000	LinJ16	400000	405000	+
LinJ16-405000-410000	LinJ16	405000	410000	+
LinJ16-410000-415000	LinJ16	410000	415000	+
LinJ16-415000-420000	LinJ16	415000	420000	+
LinJ16-420000-425000	LinJ16	420000	425000	+
LinJ16-425000-430000	LinJ16	425000	430000	+
LinJ16-430000-435000	LinJ16	430000	435000	+
LinJ16-435000-440000	LinJ16	435000	440000	+
LinJ16-440000-445000	LinJ16	440000	445000	+
LinJ16-445000-450000	LinJ16	445000	450000	+
LinJ16-450000-455000	LinJ16	450000	455000	+
LinJ16-455000-460000	LinJ16	455000	460000	+
LinJ16-460000-465000	LinJ16	460000	465000	+
LinJ16-465000-470000	LinJ16	465000	470000	+
LinJ16-470000-475000	LinJ16	470000	475000	+
LinJ16-475000-480000	LinJ16	475000	480000	+
LinJ16-480000-485000	LinJ16	480000	485000	+
LinJ16-485000-490000	LinJ16	485000	490000	+
LinJ16-490000-495000	LinJ16	490000	495000	+
LinJ16-495000-500000	LinJ16	495000	500000	+
LinJ16-500000-505000	LinJ16	500000	505000	+
LinJ16-505000-510000	LinJ16	505000	510000	+
LinJ16-510000-515000	LinJ16	510000	515000	+
LinJ16-515000-520000	LinJ16	515000	520000	+
LinJ16-520000-525000	LinJ16	520000	525000	+
LinJ16-525000-530000	LinJ16	525000	530000	+
LinJ16-530000-535000	LinJ16	530000	535000	+
LinJ16-535000-540000	LinJ16	535000	540000	+
LinJ16-540000-545000	LinJ16	540000	545000	+
LinJ16-545000-550000	LinJ16	545000	550000	+
LinJ16-550000-555000	LinJ16	550000	555000	+
LinJ16-555000-560000	LinJ16	555000	560000	+
LinJ16-560000-565000	LinJ16	560000	565000	+
LinJ16-565000-570000	LinJ16	565000	570000	+
LinJ16-570000-575000	LinJ16	570000	575000	+
LinJ16-575000-580000	LinJ16	575000	580000	+
LinJ16-580000-585000	LinJ16	580000	585000	+
LinJ16-585000-590000	LinJ16	585000	590000	+
LinJ16-590000-595000	LinJ16	590000	595000	+
LinJ16-595000-600000	LinJ16	595000	600000	+
LinJ16-600000-605000	LinJ16	600000	605000	+
LinJ16-605000-610000	LinJ16	605000	610000	+
LinJ16-610000-615000	LinJ16	610000	615000	+
LinJ16-615000-620000	LinJ16	615000	620000	+
LinJ16-620000-625000	LinJ16	620000	625000	+
LinJ16-625000-630000	LinJ16	625000	630000	+
LinJ16-630000-635000	LinJ16	630000	635000	+
LinJ16-635000-640000	LinJ16	635000	640000	+
LinJ16-640000-645000	LinJ16	640000	645000	+
LinJ16-645000-650000	LinJ16	645000	650000	+
LinJ16-650000-655000	LinJ16	650000	655000	+
LinJ16-655000-660000	LinJ16	655000	660000	+
LinJ16-660000-665000	LinJ16	660000	665000	+
LinJ16-665000-670000	LinJ16	665000	670000	+
LinJ16-670000-675000	LinJ16	670000	675000	+
LinJ16-675000-680000	LinJ16	675000	680000	+
LinJ16-680000-685000	LinJ16	680000	685000	+
LinJ16-685000-688184	LinJ16	685000	688184	+
LinJ17-0-5000	LinJ17	0	5000	+
LinJ17-5000-10000	LinJ17	5000	10000	+
LinJ17-10000-15000	LinJ17	10000	15000	+
LinJ17-15000-20000	LinJ17	15000	20000	+
LinJ17-20000-25000	LinJ17	20000	25000	+
LinJ17-25000-30000	LinJ17	25000	30000	+
LinJ17-30000-35000	LinJ17	30000	35000	+
LinJ17-35000-40000	LinJ17	35000	40000	+
LinJ17-40000-45000	LinJ17	40000	45000	+
LinJ17-45000-50000	LinJ17	45000	50000	+
LinJ17-50000-55000	LinJ17	50000	55000	+
LinJ17-55000-60000	LinJ17	55000	60000	+
LinJ17-60000-65000	LinJ17	60000	65000	+
LinJ17-65000-70000	LinJ17	65000	70000	+
LinJ17-70000-75000	LinJ17	70000	75000	+
LinJ17-75000-80000	LinJ17	75000	80000	+
LinJ17-80000-85000	LinJ17	80000	85000	+
LinJ17-85000-90000	LinJ17	85000	90000	+
LinJ17-90000-95000	LinJ17	90000	95000	+
LinJ17-95000-100000	LinJ17	95000	100000	+
LinJ17-100000-105000	LinJ17	100000	105000	+
LinJ17-105000-110000	LinJ17	105000	110000	+
LinJ17-110000-115000	LinJ17	110000	115000	+
LinJ17-115000-120000	LinJ17	115000	120000	+
LinJ17-120000-125000	LinJ17	120000	125000	+
LinJ17-125000-130000	LinJ17	125000	130000	+
LinJ17-130000-135000	LinJ17	130000	135000	+
LinJ17-135000-140000	LinJ17	135000	140000	+
LinJ17-140000-145000	LinJ17	140000	145000	+
LinJ17-145000-150000	LinJ17	145000	150000	+
LinJ17-150000-155000	LinJ17	150000	155000	+
LinJ17-155000-160000	LinJ17	155000	160000	+
LinJ17-160000-165000	LinJ17	160000	165000	+
LinJ17-165000-170000	LinJ17	165000	170000	+
LinJ17-170000-175000	LinJ17	170000	175000	+
LinJ17-175000-180000	LinJ17	175000	180000	+
LinJ17-180000-185000	LinJ17	180000	185000	+
LinJ17-185000-190000	LinJ17	185000	190000	+
LinJ17-190000-195000	LinJ17	190000	195000	+
LinJ17-195000-200000	LinJ17	195000	200000	+
LinJ17-200000-205000	LinJ17	200000	205000	+
LinJ17-205000-210000	LinJ17	205000	210000	+
LinJ17-210000-215000	LinJ17	210000	215000	+
LinJ17-215000-220000	LinJ17	215000	220000	+
LinJ17-220000-225000	LinJ17	220000	225000	+
LinJ17-225000-230000	LinJ17	225000	230000	+
LinJ17-230000-235000	LinJ17	230000	235000	+
LinJ17-235000-240000	LinJ17	235000	240000	+
LinJ17-240000-245000	LinJ17	240000	245000	+
LinJ17-245000-250000	LinJ17	245000	250000	+
LinJ17-250000-255000	LinJ17	250000	255000	+
LinJ17-255000-260000	LinJ17	255000	260000	+
LinJ17-260000-265000	LinJ17	260000	265000	+
LinJ17-265000-270000	LinJ17	265000	270000	+
LinJ17-270000-275000	LinJ17	270000	275000	+
LinJ17-275000-280000	LinJ17	275000	280000	+
LinJ17-280000-285000	LinJ17	280000	285000	+
LinJ17-285000-290000	LinJ17	285000	290000	+
LinJ17-290000-295000	LinJ17	290000	295000	+
LinJ17-295000-300000	LinJ17	295000	300000	+
LinJ17-300000-305000	LinJ17	300000	305000	+
LinJ17-305000-310000	LinJ17	305000	310000	+
LinJ17-310000-315000	LinJ17	310000	315000	+
LinJ17-315000-320000	LinJ17	315000	320000	+
LinJ17-320000-325000	LinJ17	320000	325000	+
LinJ17-325000-330000	LinJ17	325000	330000	+
LinJ17-330000-335000	LinJ17	330000	335000	+
LinJ17-335000-340000	LinJ17	335000	340000	+
LinJ17-340000-345000	LinJ17	340000	345000	+
LinJ17-345000-350000	LinJ17	345000	350000	+
LinJ17-350000-355000	LinJ17	350000	355000	+
LinJ17-355000-360000	LinJ17	355000	360000	+
LinJ17-360000-365000	LinJ17	360000	365000	+
LinJ17-365000-370000	LinJ17	365000	370000	+
LinJ17-370000-375000	LinJ17	370000	375000	+
LinJ17-375000-380000	LinJ17	375000	380000	+
LinJ17-380000-385000	LinJ17	380000	385000	+
LinJ17-385000-390000	LinJ17	385000	390000	+
LinJ17-390000-395000	LinJ17	390000	395000	+
